0,292,1.0
0,512,1.0
0,641,1.0
0,675,1.0
0,805,1.0
1,71,1.0
1,75,1.0
1,252,1.0
1,444,1.0
2,245,1.0
2,326,1.0
2,735,1.0
2,756,1.0
2,828,1.0
2,950,1.0
3,145,1.0
3,392,1.0
3,454,1.0
4,43,1.0
4,705,1.0
4,832,1.0
5,238,1.0
5,457,1.0
5,608,1.0
6,926,1.0
7,65,1.0
7,260,1.0
7,417,1.0
7,456,1.0
7,829,1.0
7,836,1.0
7,954,1.0
8,158,1.0
8,749,1.0
8,954,1.0
9,158,1.0
9,603,1.0
9,850,1.0
10,242,1.0
11,295,1.0
11,443,1.0
11,740,1.0
11,918,1.0
12,105,1.0
12,431,1.0
12,717,1.0
12,905,1.0
13,827,1.0
13,881,1.0
13,919,1.0
13,995,1.0
15,53,1.0
16,76,1.0
16,102,1.0
17,45,1.0
17,261,1.0
17,314,1.0
17,649,1.0
17,686,1.0
18,489,1.0
18,518,1.0
18,594,1.0
18,893,1.0
19,87,1.0
20,54,1.0
20,353,1.0
20,580,1.0
20,876,1.0
20,992,1.0
21,73,1.0
21,450,1.0
21,480,1.0
21,996,1.0
22,412,1.0
22,688,1.0
22,869,1.0
22,936,1.0
23,153,1.0
23,252,1.0
23,440,1.0
23,623,1.0
23,744,1.0
24,413,1.0
24,788,1.0
24,911,1.0
25,397,1.0
25,433,1.0
25,447,1.0
25,497,1.0
25,503,1.0
25,710,1.0
26,500,1.0
26,896,1.0
26,948,1.0
27,193,1.0
27,233,1.0
27,258,1.0
27,546,1.0
27,574,1.0
27,637,1.0
27,761,1.0
27,970,1.0
28,329,1.0
28,772,1.0
28,980,1.0
29,166,1.0
29,177,1.0
29,228,1.0
29,331,1.0
29,430,1.0
29,441,1.0
29,477,1.0
29,872,1.0
30,188,1.0
30,212,1.0
30,279,1.0
30,392,1.0
30,408,1.0
30,553,1.0
30,902,1.0
31,361,1.0
31,879,1.0
32,371,1.0
33,133,1.0
33,175,1.0
34,147,1.0
34,345,1.0
34,627,1.0
34,649,1.0
35,232,1.0
35,774,1.0
36,78,1.0
36,300,1.0
36,725,1.0
36,887,1.0
36,990,1.0
37,296,1.0
37,301,1.0
37,369,1.0
37,435,1.0
37,485,1.0
38,269,1.0
38,338,1.0
39,425,1.0
39,714,1.0
40,97,1.0
40,710,1.0
40,808,1.0
40,809,1.0
41,421,1.0
41,467,1.0
41,492,1.0
41,632,1.0
42,159,1.0
42,215,1.0
42,657,1.0
42,689,1.0
43,312,1.0
